DEPT,SP,CALM,CALD,CALN,GR,MINV,MNOR,LWTLB,DRHO,SFL,RHOB,NPLS,PE,CILD,ILD,DPLS,PIRM
2993.5,-33.43,8.68,8.94,9.07,19.86,5.85,7.96,984.94,0.02,6.42,2.32,20.56,2.16,531.55,1.88,23.02,2.13
2994.0,-32.83,8.68,8.94,9.09,20.35,5.68,7.89,977.7,0.04,6.75,2.35,18.93,2.23,515.53,1.94,21.02,2.24
2994.5,-32.19,8.68,9.07,9.06,23.56,5.72,8.37,972.93,0.06,6.99,2.39,18.98,2.35,500.87,2.0,18.92,2.34
2995.0,-31.57,8.78,9.24,9.08,25.07,5.89,8.72,971.7,0.07,6.89,2.42,20.91,2.43,486.79,2.05,16.91,2.4
2995.5,-31.11,8.95,9.21,9.09,24.33,5.77,8.59,972.15,0.05,6.38,2.43,22.91,2.42,476.73,2.1,16.46,2.41
2996.0,-31.12,8.95,9.14,9.09,23.25,5.38,7.74,972.59,0.03,6.06,2.4,24.11,2.44,475.21,2.1,17.93,2.38
2996.5,-31.87,8.9,9.11,9.09,23.94,5.23,7.54,971.96,0.04,6.12,2.39,24.33,2.51,484.81,2.06,18.72,2.34
2997.0,-33.14,8.9,9.11,9.08,24.65,5.19,7.67,970.85,0.04,6.24,2.4,22.43,2.5,508.43,1.97,18.33,2.26
2997.5,-34.52,8.9,9.03,9.08,23.39,5.34,7.98,970.97,0.04,6.13,2.39,19.92,2.5,535.0,1.87,18.77,2.16
2998.0,-35.8,8.9,9.03,9.09,22.66,4.68,7.1,970.89,0.03,5.91,2.36,19.16,2.44,560.28,1.78,20.33,2.05
2998.5,-36.95,8.89,9.03,9.07,22.23,4.19,6.5,968.54,0.05,5.91,2.35,20.19,2.37,581.06,1.72,21.18,1.95
2999.0,-37.87,8.87,9.03,9.09,19.85,4.52,6.25,963.17,0.1,6.01,2.38,20.94,2.42,596.17,1.68,19.35,1.87
2999.5,-38.46,8.83,9.03,9.1,19.54,4.58,6.43,956.22,0.14,5.86,2.43,20.06,2.45,604.49,1.65,16.09,1.83
3000.0,-38.63,8.83,9.03,9.12,21.72,4.84,6.45,950.18,0.12,5.6,2.42,20.54,2.48,604.95,1.65,16.97,1.84
3000.5,-38.45,8.82,9.03,9.09,22.75,4.27,6.1,946.74,0.07,5.73,2.35,22.83,2.55,600.69,1.66,20.97,1.89
3001.0,-38.04,8.78,9.03,9.09,23.27,4.7,5.99,946.75,0.05,6.39,2.32,22.99,2.5,593.86,1.68,22.81,1.97
3001.5,-37.53,8.78,9.03,9.11,23.93,4.88,6.66,949.12,0.05,7.11,2.34,19.5,2.37,582.56,1.72,21.86,2.06
3002.0,-37.01,8.78,9.03,9.11,22.01,5.23,7.16,952.97,0.05,7.16,2.36,16.0,2.31,564.59,1.77,20.37,2.15
3002.5,-36.57,8.74,9.01,9.07,20.82,4.99,7.36,957.43,0.04,6.72,2.37,16.01,2.33,539.84,1.85,19.88,2.22
3003.0,-36.23,8.74,8.99,9.06,20.85,4.74,6.86,961.2,0.04,6.55,2.38,19.02,2.39,510.4,1.96,19.55,2.3
3003.5,-35.8,8.74,8.99,9.06,19.55,4.29,6.6,964.02,0.06,6.8,2.4,20.0,2.4,482.01,2.07,18.02,2.39
3004.0,-35.07,8.74,8.99,9.06,18.23,4.0,6.4,965.86,0.09,7.1,2.44,18.8,2.37,458.15,2.18,15.92,2.52
3004.5,-34.0,8.74,8.99,8.99,17.53,4.17,6.35,966.78,0.1,7.28,2.44,18.17,2.42,441.15,2.27,15.73,2.66
3005.0,-32.59,8.74,8.99,8.95,19.91,4.15,6.33,965.59,0.07,7.46,2.4,17.42,2.56,431.17,2.32,18.24,2.79
3005.5,-30.92,8.74,8.96,8.92,24.72,4.28,6.31,962.13,0.05,7.73,2.37,16.99,2.64,427.32,2.34,20.17,2.86
3006.0,-29.58,8.74,8.95,8.9,28.28,4.51,6.91,959.38,0.03,7.89,2.35,17.39,2.64,428.11,2.34,21.01,2.85
3006.5,-29.21,8.74,8.95,8.87,28.7,4.28,6.93,959.06,0.03,7.74,2.35,17.94,2.56,430.65,2.32,21.28,2.77
3007.0,-29.6,8.75,8.95,8.89,28.46,4.18,6.97,959.95,0.04,7.47,2.36,18.6,2.4,432.85,2.31,20.55,2.68
3007.5,-30.13,8.75,8.95,9.03,28.13,4.1,6.7,960.55,0.04,7.35,2.38,19.79,2.34,432.42,2.31,19.51,2.65
3008.0,-30.63,8.75,8.95,9.09,28.14,4.53,7.0,961.73,0.03,7.62,2.37,21.7,2.42,427.0,2.34,20.14,2.7
3008.5,-31.26,8.76,8.95,9.02,28.07,5.08,7.61,965.23,0.01,8.38,2.33,22.2,2.56,416.24,2.4,22.45,2.87
3009.0,-32.17,8.77,8.95,8.96,25.9,5.44,8.13,971.12,0.0,9.55,2.31,19.83,2.61,399.15,2.51,23.42,3.17
3009.5,-33.05,8.72,8.87,8.95,23.98,5.86,8.73,978.3,0.02,11.11,2.33,17.03,2.53,376.6,2.66,22.34,3.57
3010.0,-33.78,8.63,8.87,8.93,23.15,5.65,8.82,985.0,0.05,13.07,2.38,14.57,2.39,350.7,2.85,19.56,4.04
3010.5,-34.53,8.63,8.87,8.95,21.89,5.79,9.26,989.44,0.07,15.07,2.42,12.65,2.27,323.97,3.09,16.99,4.4
3011.0,-35.31,8.63,8.87,8.94,23.1,5.93,9.67,992.37,0.06,15.99,2.45,11.66,2.22,299.21,3.34,15.31,4.58
3011.5,-35.94,8.63,8.87,9.0,25.49,6.64,10.28,995.07,0.04,15.03,2.46,10.82,2.24,282.16,3.54,14.45,4.51
3012.0,-36.36,8.63,8.87,9.0,26.79,6.55,9.92,998.95,0.02,13.53,2.46,11.02,2.31,279.32,3.58,14.55,4.28
3012.5,-36.89,8.63,8.87,9.0,25.82,6.44,9.43,1003.56,0.01,13.11,2.44,12.82,2.38,295.91,3.38,15.65,3.97
3013.0,-37.69,8.63,8.87,9.0,23.74,6.52,9.38,1005.72,0.02,13.72,2.46,14.0,2.42,334.9,2.99,14.87,3.55
3013.5,-38.6,8.63,8.87,9.0,22.52,7.17,10.68,1003.24,0.05,13.84,2.5,12.65,2.43,392.64,2.55,12.23,3.02
3014.0,-39.23,8.64,8.87,9.0,23.1,7.31,11.18,996.63,0.08,12.22,2.53,11.11,2.44,458.2,2.18,10.59,2.48
3014.5,-39.21,8.66,8.87,9.0,22.64,7.41,11.53,989.45,0.08,9.54,2.51,11.67,2.45,525.13,1.9,11.49,2.02
3015.0,-38.51,8.66,8.87,9.02,22.35,6.68,10.13,984.82,0.07,7.27,2.47,15.09,2.49,594.85,1.68,14.19,1.69
3015.5,-37.33,8.68,8.87,9.03,22.87,6.2,9.14,984.27,0.05,6.02,2.4,20.15,2.59,662.68,1.51,18.2,1.49
3016.0,-35.81,8.68,8.87,9.03,22.72,5.84,8.26,985.93,0.04,5.51,2.33,24.06,2.75,732.44,1.37,21.98,1.38
3016.5,-34.26,8.68,8.87,8.98,24.3,5.2,7.32,987.27,0.04,5.29,2.3,25.24,2.75,791.25,1.26,24.03,1.32
3017.0,-32.99,8.69,8.87,8.96,27.35,4.87,6.74,987.77,0.06,5.12,2.29,24.36,2.65,830.65,1.2,24.46,1.31
3017.5,-32.25,8.68,8.85,8.96,28.67,4.38,6.23,988.57,0.09,4.99,2.3,24.27,2.58,845.42,1.18,23.83,1.31
3018.0,-31.93,8.68,8.83,8.96,27.69,4.34,6.33,989.23,0.08,5.04,2.3,25.65,2.54,839.81,1.19,23.89,1.33
3018.5,-31.75,8.68,8.84,8.9,25.32,4.09,6.24,988.83,0.07,5.35,2.29,26.55,2.61,822.34,1.22,24.51,1.37
3019.0,-31.62,8.68,8.87,8.92,23.1,4.05,5.93,987.79,0.06,5.87,2.28,26.26,2.72,799.42,1.25,25.15,1.43
3019.5,-31.53,8.68,8.87,8.88,22.62,4.49,6.46,986.09,0.07,6.42,2.29,25.25,2.73,769.83,1.3,24.56,1.5
3020.0,-31.43,8.68,8.87,8.93,22.52,4.95,7.18,983.7,0.07,6.69,2.32,23.43,2.63,728.62,1.37,23.05,1.58
3020.5,-31.13,8.68,8.89,8.89,24.77,4.84,7.5,981.39,0.06,6.64,2.34,22.17,2.52,675.58,1.48,21.59,1.68
3021.0,-30.76,8.68,8.89,8.91,27.07,4.72,7.3,979.9,0.06,6.67,2.36,21.93,2.56,613.2,1.63,20.42,1.85
3021.5,-30.72,8.69,8.89,8.95,27.53,4.99,7.27,979.44,0.04,7.44,2.36,22.32,2.64,549.75,1.82,20.23,2.1
3022.0,-31.07,8.68,8.89,8.99,27.4,5.43,7.58,979.39,0.03,9.32,2.37,21.86,2.66,483.76,2.07,19.79,2.48
3022.5,-31.69,8.68,8.89,9.0,26.95,6.16,8.24,977.4,0.03,12.04,2.41,19.49,2.69,414.44,2.41,17.67,3.06
3023.0,-32.26,8.68,8.88,9.02,25.15,6.46,9.33,972.1,0.04,14.79,2.46,16.32,2.72,351.96,2.84,14.77,3.86
3023.5,-32.31,8.68,8.89,9.0,21.75,6.74,10.21,965.27,0.04,16.82,2.5,13.25,2.83,294.89,3.39,12.3,4.91
3024.0,-31.59,8.68,8.9,9.0,17.82,6.67,10.63,960.26,0.04,18.11,2.52,10.59,3.08,245.19,4.08,11.12,6.1
3024.5,-30.1,8.68,8.91,9.0,15.97,7.59,11.43,958.79,0.04,18.93,2.53,9.03,3.2,208.53,4.8,10.57,7.14
3025.0,-27.85,8.68,8.91,9.0,16.47,7.65,12.03,960.61,0.03,19.08,2.51,8.58,3.27,182.96,5.47,11.52,7.79
3025.5,-24.81,8.69,8.91,9.0,18.92,7.57,12.28,962.99,0.03,18.55,2.49,8.97,3.39,167.85,5.96,13.13,8.07
3026.0,-21.07,8.74,8.91,8.99,20.44,6.57,11.45,964.21,0.03,17.77,2.48,9.4,3.33,157.87,6.33,13.35,8.22
3026.5,-16.94,8.79,8.91,8.97,21.55,7.06,11.57,963.93,0.05,17.27,2.5,9.63,3.09,148.77,6.72,12.12,8.46
3027.0,-12.76,8.79,8.91,8.99,22.23,8.11,12.61,962.51,0.06,17.43,2.53,9.49,2.87,140.69,7.11,10.53,9.04
3027.5,-8.83,8.81,8.91,9.02,21.23,9.62,13.8,960.22,0.06,18.31,2.54,8.44,2.86,131.88,7.58,9.69,10.1
3028.0,-5.26,8.81,8.91,9.0,20.94,12.63,16.61,958.65,0.04,19.74,2.54,7.15,2.89,122.09,8.19,9.66,11.72
3028.5,-2.2,8.83,8.91,9.0,24.45,15.96,19.69,960.29,0.03,21.24,2.54,6.28,2.89,111.15,9.0,10.08,13.86
3029.0,0.01,8.79,8.91,9.02,28.12,17.62,22.79,964.15,0.01,22.06,2.52,5.97,2.85,99.88,10.01,10.85,16.24
3029.5,1.23,8.74,8.91,9.01,28.75,16.88,21.13,968.43,-0.0,22.85,2.51,6.06,2.83,89.56,11.17,11.47,18.36
3030.0,1.71,8.72,8.91,9.0,26.15,15.51,19.96,972.78,-0.0,24.71,2.52,5.93,2.94,80.99,12.35,11.33,19.78
3030.5,1.44,8.68,8.91,8.97,22.31,16.23,20.67,977.64,-0.0,27.2,2.52,5.21,3.1,76.34,13.1,11.13,20.21
3031.0,0.48,8.69,8.91,8.99,20.67,15.84,22.44,982.04,0.0,29.09,2.53,4.53,3.13,76.07,13.15,10.71,19.45
3031.5,-1.09,8.69,8.91,9.0,20.17,14.98,22.53,984.36,0.01,29.04,2.54,4.44,3.19,79.34,12.6,10.06,17.6
3032.0,-3.47,8.68,8.91,9.0,20.71,12.83,20.15,983.6,-0.0,26.73,2.53,4.77,3.33,85.12,11.75,10.48,15.23
3032.5,-6.81,8.64,8.91,9.0,20.8,12.56,19.09,980.13,-0.01,23.69,2.49,5.58,3.55,92.94,10.76,12.65,12.97
3033.0,-11.02,8.63,8.91,9.0,19.08,14.76,19.98,975.29,-0.0,21.61,2.45,6.56,3.57,101.42,9.86,15.12,11.17
3033.5,-15.43,8.63,8.91,9.01,17.69,15.16,19.64,972.14,0.03,20.75,2.46,7.53,3.37,111.23,8.99,14.56,9.88
3034.0,-19.4,8.63,8.95,9.0,18.29,12.92,17.12,972.45,0.05,20.64,2.5,8.68,3.31,121.14,8.25,12.56,9.01
3034.5,-22.58,8.63,8.95,9.02,19.96,8.74,12.83,976.13,0.05,20.71,2.5,9.72,3.2,130.35,7.67,12.26,8.44
3035.0,-24.79,8.63,8.95,9.0,20.21,6.65,10.18,982.56,0.05,20.59,2.49,10.22,2.94,137.85,7.25,12.8,8.08
3035.5,-26.15,8.64,8.95,9.0,19.72,6.89,10.21,987.42,0.06,20.08,2.51,10.15,2.68,141.84,7.05,11.84,7.88
3036.0,-26.81,8.67,8.95,9.02,19.23,7.29,10.76,988.32,0.07,19.57,2.55,9.68,2.61,142.38,7.02,9.31,7.82
3036.5,-26.98,8.69,8.95,8.98,17.98,7.44,11.05,986.52,0.07,19.75,2.6,9.24,2.75,139.93,7.15,6.56,7.92
3037.0,-26.73,8.7,8.95,8.98,17.75,7.33,10.76,986.53,0.06,20.57,2.63,8.81,3.0,134.92,7.41,4.8,8.19
3037.5,-25.9,8.69,8.95,8.97,16.99,7.4,10.96,990.69,0.05,21.12,2.62,8.31,3.14,128.08,7.81,5.31,8.63
3038.0,-24.16,8.7,8.95,8.99,17.25,9.27,13.64,995.94,0.03,20.67,2.59,7.52,3.19,119.53,8.37,7.08,9.21
3038.5,-21.31,8.73,8.95,9.0,18.85,10.55,15.87,998.57,0.01,19.53,2.55,7.02,3.28,110.33,9.06,9.31,9.93
3039.0,-17.47,8.73,8.95,9.03,22.23,12.63,17.81,996.3,0.0,18.71,2.51,7.07,3.38,102.03,9.8,11.8,10.69
3039.5,-13.07,8.74,8.95,9.03,25.3,14.4,19.14,991.29,0.0,18.51,2.47,7.04,3.26,96.96,10.31,14.22,11.29
3040.0,-8.77,8.74,8.95,9.02,25.14,17.23,19.87,987.04,0.03,18.51,2.44,6.78,2.96,96.71,10.34,15.63,11.42
3040.5,-5.45,8.74,8.95,9.0,24.23,16.82,19.49,985.47,0.09,18.29,2.46,6.96,2.76,102.82,9.73,14.5,10.83
3041.0,-3.95,8.74,8.95,9.0,24.15,16.0,17.85,987.65,0.15,17.81,2.51,7.43,2.73,115.66,8.65,11.82,9.59
3041.5,-4.42,8.74,8.95,9.02,22.94,14.29,17.96,991.25,0.16,16.97,2.53,7.5,2.85,132.87,7.53,10.33,8.09
3042.0,-6.39,8.74,8.95,9.0,21.13,13.21,17.29,993.74,0.09,15.66,2.51,7.94,2.97,150.75,6.63,11.78,6.75
3042.5,-9.19,8.73,8.95,9.03,20.17,10.45,15.32,994.75,0.02,14.39,2.47,9.86,3.11,165.82,6.03,14.08,5.78
3043.0,-12.42,8.73,8.95,9.06,18.9,7.34,11.6,995.56,-0.0,13.7,2.43,12.97,3.23,176.41,5.67,16.6,5.23
3043.5,-15.65,8.73,8.95,9.06,19.66,5.34,8.99,998.17,0.01,13.82,2.4,16.26,3.19,180.89,5.53,18.36,5.07
3044.0,-18.32,8.74,8.95,9.05,21.87,4.55,7.61,1002.05,0.05,14.84,2.42,18.24,2.99,179.26,5.58,16.84,5.25
3044.5,-19.94,8.73,8.95,9.05,23.12,5.4,8.47,1006.7,0.09,16.66,2.48,16.52,2.8,172.7,5.79,13.59,5.77
3045.0,-20.26,8.74,8.95,9.06,22.08,6.94,10.2,1011.96,0.08,18.33,2.52,12.04,2.76,163.14,6.13,11.34,6.58
3045.5,-19.41,8.73,8.95,9.06,20.18,9.09,12.9,1015.53,0.05,18.84,2.53,8.58,2.89,154.76,6.46,10.6,7.44
3046.0,-17.87,8.74,8.95,9.06,21.51,9.37,13.57,1016.06,0.01,18.69,2.54,7.21,3.0,151.65,6.59,10.15,7.88
3046.5,-15.98,8.74,8.95,9.06,22.23,10.66,14.91,1012.37,-0.0,18.28,2.53,7.16,3.05,154.95,6.45,10.36,7.47
3047.0,-14.1,8.71,8.95,9.05,20.13,10.09,14.85,1006.4,-0.0,16.69,2.51,7.48,3.04,163.51,6.12,11.84,6.41
3047.5,-12.49,8.71,8.95,9.04,20.13,9.46,13.68,1001.13,0.01,13.66,2.47,8.28,2.94,173.67,5.76,14.15,5.33
3048.0,-11.06,8.7,8.95,9.06,21.58,7.34,11.25,998.15,0.02,10.77,2.42,11.45,2.95,183.19,5.46,17.17,4.62
3048.5,-9.56,8.7,8.95,9.06,21.53,6.19,8.98,998.73,0.03,9.72,2.38,16.52,2.9,191.08,5.23,19.57,4.34
3049.0,-7.85,8.71,8.95,9.06,21.64,6.76,9.93,1001.27,0.05,10.81,2.37,19.31,2.86,197.02,5.08,19.85,4.44
3049.5,-6.09,8.77,8.95,9.09,22.84,8.07,11.37,1004.12,0.08,12.86,2.41,17.92,2.76,198.44,5.04,17.82,4.91
3050.0,-3.61,8.83,8.95,9.06,24.04,9.61,13.15,1005.38,0.09,14.1,2.45,14.21,2.67,192.89,5.18,15.34,5.67
3050.5,0.14,8.84,8.95,9.06,23.17,12.47,15.93,1004.86,0.08,14.33,2.47,11.25,2.61,179.08,5.58,13.85,6.62
3051.0,4.84,8.89,8.95,9.06,20.57,17.99,18.92,1002.76,0.07,14.51,2.49,10.2,2.57,159.72,6.26,12.93,7.51
3051.5,9.63,8.9,8.95,9.08,20.6,38.24,34.85,999.32,0.07,15.14,2.52,9.88,2.52,140.04,7.14,11.31,8.2
3052.0,13.9,8.9,8.94,9.09,23.93,43.48,34.83,996.33,0.07,15.57,2.56,9.83,2.46,122.85,8.14,8.88,8.74
3052.5,18.2,8.9,8.93,9.09,28.0,43.65,31.97,995.37,0.07,15.26,2.59,9.85,2.47,108.52,9.21,6.74,9.37
3053.0,23.46,8.9,8.93,9.12,33.83,25.17,15.24,995.41,0.05,15.03,2.6,10.23,2.69,96.86,10.32,6.25,10.43
3053.5,29.43,8.9,8.92,9.09,41.3,21.19,14.04,995.67,0.04,16.77,2.59,10.93,3.02,86.41,11.57,6.77,12.21
3054.0,34.87,8.9,8.92,9.09,43.26,25.59,30.89,996.77,0.05,22.33,2.58,10.68,3.31,76.36,13.1,7.37,14.99
3054.5,38.09,8.89,8.92,9.09,36.13,35.81,36.3,998.22,0.08,31.15,2.59,7.98,3.4,66.81,14.97,6.73,18.52
3055.0,38.51,8.9,8.91,9.09,28.78,41.39,43.4,998.83,0.12,38.48,2.65,4.65,3.38,61.27,16.32,3.29,21.13
3055.5,37.36,8.9,8.91,9.11,24.96,35.68,31.06,997.97,0.12,39.03,2.68,3.06,3.47,61.0,16.39,1.52,20.63
3056.0,35.81,8.9,8.92,9.1,24.73,28.31,30.71,996.07,0.07,33.57,2.67,2.95,3.46,66.3,15.08,2.43,17.39
3056.5,34.82,8.9,8.91,9.07,27.1,22.11,26.88,993.4,0.04,26.92,2.66,3.72,3.31,76.22,13.12,2.93,13.73
3057.0,34.98,8.9,8.91,9.09,27.25,17.95,23.82,990.81,0.03,21.75,2.64,4.67,3.44,87.64,11.41,4.17,10.94
3057.5,36.3,8.9,8.91,9.09,28.25,12.68,19.62,989.04,0.03,17.78,2.61,5.76,3.56,97.21,10.29,5.61,9.18
3058.0,38.92,8.9,8.91,9.09,37.77,8.99,13.88,988.17,0.02,14.41,2.6,7.53,3.64,101.24,9.88,6.52,8.4
3058.5,42.86,8.9,8.88,9.09,53.97,7.34,10.03,987.77,0.02,13.35,2.59,10.6,3.68,99.52,10.05,6.85,8.64
3059.0,47.2,8.9,8.89,9.09,67.82,6.36,6.8,989.18,0.02,20.03,2.58,16.75,3.52,93.78,10.66,7.37,10.19
3059.5,50.14,8.9,8.91,9.09,63.97,13.53,13.59,993.88,0.02,40.74,2.59,20.94,3.36,84.8,11.79,6.83,13.94
3060.0,50.88,8.9,8.91,9.06,43.75,28.02,34.29,1000.91,0.03,75.97,2.63,12.51,3.5,72.17,13.86,4.65,22.03
3060.5,50.06,8.9,8.91,9.09,27.6,42.38,59.5,1006.28,0.01,108.09,2.65,3.85,4.05,57.13,17.5,3.23,37.72
3061.0,48.69,8.9,8.91,9.06,20.83,44.75,64.4,1008.34,-0.0,116.29,2.66,1.26,4.91,40.99,24.4,2.95,59.36
3061.5,47.36,8.9,8.91,9.07,18.66,39.22,56.35,1009.55,-0.01,113.52,2.65,0.73,5.62,28.13,35.55,3.48,72.69
3062.0,46.16,8.9,8.91,9.09,18.65,37.45,48.27,1012.27,-0.01,114.07,2.64,0.74,5.9,20.34,49.17,4.38,72.17
3062.5,44.99,8.9,8.91,9.09,19.49,38.72,49.07,1017.47,-0.01,116.52,2.63,0.81,5.93,17.31,57.78,4.84,64.28
3063.0,43.84,8.9,8.91,9.09,19.93,37.96,52.73,1023.33,-0.01,113.12,2.63,0.72,5.55,17.76,56.32,4.44,56.83
3063.5,42.69,8.9,8.92,9.09,19.32,36.65,50.59,1029.24,-0.01,101.54,2.64,0.63,5.11,20.21,49.48,4.09,52.22
3064.0,41.74,8.9,8.97,9.06,20.03,27.09,40.09,1034.84,-0.0,89.32,2.63,0.66,4.88,23.12,43.25,4.49,50.14
3064.5,41.11,8.88,8.94,9.06,21.94,35.17,35.3,1038.35,0.01,79.93,2.63,0.83,4.87,25.56,39.12,4.63,48.75
3065.0,40.66,8.84,8.94,9.06,21.81,41.5,39.77,1036.36,0.03,72.2,2.65,0.99,5.06,27.26,36.68,3.61,46.82
3065.5,40.27,8.84,8.95,9.06,21.5,51.08,49.39,1027.08,0.01,65.81,2.66,1.02,5.29,28.38,35.24,2.68,44.1
3066.0,39.9,8.84,8.95,9.06,24.78,52.67,49.29,1013.16,-0.0,62.83,2.69,1.02,5.16,29.17,34.28,1.16,41.5
3066.5,39.56,8.84,8.95,9.06,28.88,50.92,47.8,1000.65,0.0,63.3,2.71,1.09,4.86,29.27,34.16,-0.24,39.85
3067.0,39.24,8.84,8.95,9.09,26.3,54.11,50.83,994.57,0.0,63.71,2.72,1.22,4.75,28.84,34.67,-0.56,39.42
3067.5,38.91,8.84,8.95,9.09,21.03,48.85,48.02,994.15,0.0,62.91,2.71,1.31,4.72,28.16,35.51,0.06,40.14
3068.0,38.67,8.84,8.95,9.11,18.12,47.24,41.13,993.62,-0.0,64.14,2.7,1.26,4.6,27.26,36.68,0.72,41.9
3068.5,38.67,8.84,8.95,9.11,17.43,47.32,42.59,988.3,-0.0,69.44,2.69,1.17,4.37,26.31,38.01,1.13,44.41
3069.0,38.87,8.84,8.95,9.09,19.11,45.62,48.24,979.34,-0.01,77.41,2.68,1.02,4.31,25.52,39.18,1.46,46.83
3069.5,39.19,8.84,8.95,9.09,22.48,50.78,58.66,971.82,-0.0,84.48,2.67,0.82,4.52,24.61,40.63,2.25,48.53
3070.0,39.54,8.84,8.97,9.09,23.92,53.83,59.82,972.0,-0.0,85.63,2.65,0.8,4.84,23.3,42.93,3.6,50.07
3070.5,39.81,8.84,8.96,9.03,23.62,44.93,49.3,981.06,0.01,83.53,2.63,0.89,5.22,21.88,45.7,4.66,52.73
3071.0,39.9,8.84,8.9,9.03,24.2,36.86,35.81,996.87,0.03,88.33,2.63,1.1,5.23,20.59,48.56,4.44,57.26
3071.5,39.69,8.84,8.9,9.01,25.43,47.04,43.55,1015.39,0.05,101.51,2.66,1.24,4.95,19.49,51.3,2.66,63.43
3072.0,39.09,8.84,8.89,8.99,26.97,61.95,57.84,1031.33,0.04,112.8,2.68,1.12,4.99,18.8,53.19,1.84,68.55
3072.5,38.34,8.84,8.89,8.97,27.17,67.57,68.7,1042.87,0.01,115.1,2.67,0.82,5.2,18.32,54.58,2.6,69.97
3073.0,37.66,8.84,8.88,8.99,26.22,54.57,59.59,1049.92,-0.0,111.01,2.66,0.69,5.4,18.12,55.2,3.19,67.48
3073.5,37.28,8.83,8.87,8.96,28.01,56.61,62.44,1053.73,-0.0,104.69,2.65,0.66,5.72,18.27,54.75,3.39,62.86
3074.0,37.21,8.83,8.87,8.96,28.75,64.5,65.1,1054.74,0.0,95.62,2.66,0.77,5.82,19.05,52.49,3.04,57.12
3074.5,37.18,8.84,8.87,8.97,27.1,60.24,64.72,1051.55,0.01,84.38,2.68,0.98,5.56,20.73,48.24,2.0,50.63
3075.0,36.94,8.84,8.87,8.98,25.34,61.05,67.87,1043.55,0.0,72.04,2.68,1.17,5.22,22.99,43.5,1.9,43.94
3075.5,36.34,8.84,8.87,8.96,24.93,56.17,69.76,1032.24,-0.0,59.51,2.69,1.35,5.11,25.72,38.88,1.26,37.96
3076.0,35.48,8.83,8.88,8.99,28.26,57.26,66.81,1023.11,-0.0,52.46,2.71,1.54,5.04,28.47,35.12,0.16,33.29
3076.5,34.68,8.83,8.87,8.97,30.45,45.01,53.06,1019.19,-0.0,49.05,2.73,1.82,4.6,30.67,32.6,-1.06,30.08
3077.0,34.28,8.83,8.87,8.96,29.07,41.73,46.74,1018.49,-0.0,46.75,2.73,1.85,4.43,32.0,31.25,-1.29,28.24
3077.5,34.6,8.83,8.88,8.96,28.39,39.28,42.92,1019.86,-0.0,44.45,2.72,2.17,4.72,32.31,30.95,-0.41,27.6
3078.0,35.61,8.83,8.88,8.97,30.87,37.41,38.53,1023.11,-0.0,44.12,2.7,2.48,4.96,32.1,31.16,0.45,27.99
3078.5,36.92,8.83,8.87,8.96,32.08,25.58,35.61,1028.67,-0.0,47.3,2.7,2.79,4.94,32.18,31.08,0.87,29.0
3079.0,38.15,8.83,8.87,8.98,29.74,37.46,50.46,1035.95,-0.0,50.52,2.69,3.09,4.79,33.12,30.19,1.44,29.89
3079.5,39.31,8.83,8.87,8.99,29.56,43.15,57.35,1042.92,-0.01,51.38,2.69,2.98,4.55,34.85,28.69,1.29,29.59
3080.0,40.76,8.83,8.87,8.96,30.4,43.25,50.8,1047.93,-0.01,52.38,2.68,2.7,4.53,37.4,26.74,1.85,27.43
3080.5,42.54,8.83,8.88,8.99,30.14,38.34,38.13,1048.89,-0.02,53.9,2.66,2.54,4.8,39.23,25.49,3.05,24.19
3081.0,44.31,8.83,8.87,8.96,32.75,42.76,46.43,1046.39,-0.01,50.06,2.65,2.2,5.17,39.39,25.39,3.48,21.43
3081.5,45.83,8.84,8.87,8.96,39.19,45.97,47.18,1041.13,-0.01,40.5,2.64,2.11,5.38,38.19,26.18,4.11,20.27
3082.0,46.95,8.83,8.87,8.98,46.7,34.07,36.93,1034.51,-0.01,37.73,2.64,3.31,5.1,36.45,27.44,4.15,21.3
3082.5,47.51,8.84,8.87,8.97,48.34,32.29,24.23,1030.12,-0.0,51.14,2.66,5.06,4.56,34.89,28.66,2.86,25.1
3083.0,47.44,8.84,8.87,8.96,44.23,37.96,32.74,1030.17,0.01,78.92,2.7,4.9,4.3,33.69,29.68,0.84,32.16
3083.5,46.96,8.84,8.85,8.87,36.24,49.26,58.14,1033.63,0.02,107.52,2.72,2.82,4.36,32.0,31.25,-0.39,41.5
3084.0,46.52,8.84,8.85,8.95,29.15,49.6,66.63,1038.65,0.02,122.77,2.72,1.59,4.33,28.74,34.79,-0.71,48.81
3084.5,46.37,8.84,8.85,8.98,25.05,50.07,70.18,1043.61,0.02,119.64,2.72,1.04,4.33,24.52,40.79,-0.56,50.45
3085.0,46.42,8.84,8.86,8.96,23.65,55.15,70.03,1047.57,0.02,100.88,2.71,0.94,4.6,20.68,48.36,-0.07,48.86
3085.5,46.51,8.83,8.86,8.96,26.16,47.62,59.51,1050.07,0.01,85.04,2.69,1.22,4.9,17.97,55.64,0.9,48.07
3086.0,46.27,8.84,8.85,8.98,29.85,40.91,52.03,1051.15,-0.0,88.01,2.68,1.7,4.94,16.66,60.04,1.98,49.83
3086.5,45.34,8.84,8.85,8.94,32.0,30.04,38.82,1051.2,-0.0,107.74,2.66,1.93,5.05,16.64,60.08,3.14,54.17
